id	pid	title	authors	venue	source	year
50|doi_dedup___::ad28fc26f297d91633c1a2c048a9d42e	10.1007/10704282_60	Towards a Better Comprehension of Similarity Measures Used in Medical Image Registration,Towards a Better Comprehension of Similarity Measures Used in Medical Image Registration	Nicholas Ayache,Alexis Roche,Grégoire Malandain,Sylvain Prima	\N	Crossref,Medical Image Computing and Computer-Assisted Intervention – MICCAI’99 ISBN: 9783540665038,MICCAI,Proc. of 2nd Int. Conf. on Medical Image Computing and Computer-Assisted Intervention (MICCAI'99),https://hal.inria.fr/inria-00615832,Proc. of 2nd Int. Conf. on Medical Image Computing and Computer-Assisted Intervention (MICCAI'99), 1999, Cambridge, UK, United Kingdom. pp.555-566,Taylor, Chris and Colchester, Alan. Proc. of 2nd Int. Conf. on Medical Image Computing and Computer-Assisted Intervention (MICCAI'99), Dec 1998, Cambridge, UK, United Kingdom. Springer, 1679, pp.555-566, LNCS	1999-01-01
50|doi_________::08e5402aabff30b0b723f550784a4bf2	10.1108/07419050510593317	How We Enhance Information, and How We Are Enhanced . . . Conference Report: Managing and Enhancing Information: Cultures and Conflicts, the ASIST Annual Conference, Providence, Rhode Island, November 12‐17, 2004,How We Enhance Information, and How  We Are Enhanced . . . Conference Report: Managing and Enhancing Information: Cultures and Conflicts, the ASIST Annual Conference, Providence, Rhode Island, November 12‐17, 2004	Penny O’Connor	Library Hi Tech News	Crossref	2005-02-01
50|doi_dedup___::f2a8e6459c05dafe22d3a080767ba027	10.3897/rio.4.e24224	The project EcoNAOS: vision and practice towards an open approach in the Northern Adriatic Sea ecological observatory,The project EcoNAOS: vision and practice towards an open approach in the Northern Adriatic Sea ecological observatory	Caterina Bergami,Tiziano Scovacricchi,Mauro Bastianini,Alessandra Pugnetti,Alessandro Sarretta,Alessandro Oggioni,Annalisa Minelli,Giorgio Socal,Fabrizio Bernardi Aubry,Elisa Camatti	Research Ideas and Outcomes	Crossref,Research Ideas and Outcomes 4 (2018). doi:10.3897/rio.4.e24224,info:cnr-pdr/source/autori:Annalisa Minelli, Alessandro Oggioni, Alessandra Pugnetti, Alessandro Sarretta, Mauro Bastianini, Caterina Bergami, Fabrizio Bernardi Aubry, Elisa Camatti, Tiziano Scovacricchi, Giorgio Socal/titolo:The project EcoNAOS: vision and practice towards an open approach in the Northern Adriatic Sea ecological observatory/doi:10.3897%2Frio.4.e24224/rivista:Research Ideas and Outcomes/anno:2018/pagina_da:/pagina_a:/intervallo_pagine:/volume:4,Research Ideas and Outcomes, Vol 4, Iss , Pp 1-14 (2018)	2018-02-06
50|doi_dedup___::065dcf053215f80d1038bfd1ecae908e	10.1126/science.25.644.716,10.1126/science.25.644.716.a,17821207	AMERICAN ASSOCIATION OF MUSEUMS.,AMERICAN ASSOCIATION OF MUSEUMS	George A. Dorsey	Science	Crossref	1907-05-03
50|doi_dedup___::4f59bddfabcc856e95d8ad56596dec34	10.1371/journal.pone.0172090,28253269,PMC5333826	Site-based data curation based on hot spring geobiology,Site-based data curation based on hot spring geobiology	Christie L. Hendrix,Bruce W. Fouke,Karen S. Baker,Karen M. Wickett,Andrea K. Thomer,Stacey Sigler,Ann Rodman,Carole L. Palmer	PLOS ONE	Crossref,PLoS ONE, Vol 12, Iss 3, p e0172090 (2017)	2017-03-02
50|doi_________::95d43948ce3db46327c551e0287bfc1b	10.1609/icwsm.v4i1.14016	Tweeting from the Town Square:  Measuring Geographic Local Networks	Sarita Yardi,Danah Boyd	Proceedings of the International AAAI Conference on Web and Social Media	Crossref	2010-05-16
50|doi_________::c6371c9e5eb7cb6b87d80e366b6ea417	10.3115/1117822.1117831	Unsupervised induction of stochastic context-free grammars using distributional clustering,Unsupervised induction of stochastic context-free grammars using distributional clustering	Alexander Clark	Proceedings of the 2001 workshop on Computational Natural Language Learning  - ConLL '01	Crossref,CoNLL	2001-01-01
50|doi_________::db849400ccb14f942b5d1f684c39e55e	10.1007/b97867	First European Semantic Web Symposium, ESWS 2004 Heraklion, Crete, Greece, May 10-12, 2004. Proceedings,The Semantic Web: Research and Applications,The Semantic Web: Research and Applications	Dieter Fensel,John Davies,Rudi Studer,Christoph Bussler	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783540219996,The Semantic Web: Research and Applications	2004-01-01
50|doi_dedup___::fca26b816f853c4b62f5932c2684e99d	10.1109/cvpr.2004.383,10.1016/j.cviu.2005.09.012	Learning Generative Visual Models from Few Training Examples: An Incremental Bayesian Approach Tested on 101 Object Categories,Learning Generative Visual Models from Few Training Examples: An Incremental Bayesian Approach Tested on 101 Object Categories	Li Fei-Fei,Pietro Perona,Rob Fergus	2004 Conference on Computer Vision and Pattern Recognition Workshop	Crossref,CVPR Workshops,2013 Conference on Computer Vision and Pattern Recognition Workshop,https://hal.archives-ouvertes.fr/hal-02053466,2013 Conference on Computer Vision and Pattern Recognition Workshop, Apr 2013, Washington,, United States	2005-04-01
50|doi_________::9457ba4bc6cdefab8990d9a0adb4386f	10.1045/may99-spink	Education for Digital Libraries,Education for Digital Libraries	Colleen Cool,Amanda Spink	D-Lib Magazine	Crossref	1999-05-01
50|doi_dedup___::35993da0b6eb3e04187af8278670e973	10.1145/2494266.2494294	a european project on handwritten text recognition,tranScriptorium: a european project on handwritten text recognition,tranScriptorium	Joan Andreu Sánchez,Richard M. Davis,Basilis Gatos,Katrien Depuydt,Enrique Vidal,Günter Mühlberger,Jesse de Does,Philip Schofield	Proceedings of the 2013 ACM symposium on Document engineering	Crossref,ACM Symposium on Document Engineering,reponame:RiuNet. Repositorio Institucional de la Universitat Politécnica de Valéncia,instname:Universitat Politècnica de València (UPV)	2013-09-10
50|doi_dedup___::5583833069ed9cc6328a7c344cd17c37	10.1109/iccv.2003.1238409	Affine-invariant local descriptors and neighborhood statistics for texture recognition,Affine-invariant local descriptors and neighborhood statistics for texture recognition	Schmid,Lazebnik,Ponce	Proceedings Ninth IEEE International Conference on Computer Vision	Crossref,ICCV,9th IEEE International Conference on Computer Vision (ICCV '03),https://hal.inria.fr/inria-00548231,9th IEEE International Conference on Computer Vision (ICCV '03), Oct 2003, nice, France. pp.649--655, &#x27E8;10.1109/ICCV.2003.1238409&#x27E9;,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1238409,9th IEEE International Conference on Computer Vision (ICCV '03), Oct 2003, nice, France. IEEE Computer society, 1, pp.649--655, &lt;http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1238409&gt;. &lt;10.1109/ICCV.2003.1238409&gt;	2003-01-01
50|doi_dedup___::adbbfbdaaee1e07600b9d0b4d81c2429	10.1007/978-3-319-76941-7_61	A Study of an Automatic Stopping Strategy for Technologically Assisted Medical Reviews,A Study of an Automatic Stopping Strategy for Technologically Assisted Medical Reviews	Giorgio Maria Di Nunzio	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783319769400,ECIR	2018-01-01
50|doi_dedup___::1526000412730632b179c6078a530416	10.5210/fm.v9i5.1145	Building semantic bridges between museums, libraries and archives: The CIDOC Conceptual Reference Model,Building semantic bridges between museums, libraries and archives: The CIDOC Conceptual Reference Model	Tony Gill	First Monday	Crossref,First Monday; Volume 9, Number 5 - 3 May 2004,13960466	2004-05-03
50|doi_dedup___::e5a69b25674c3ebd7dcf9984b585fb5a	10.1145/1643823.1643899	the approach of the SHAMAN project,Assessing digital preservation frameworks: the approach of the SHAMAN project,Assessing digital preservation frameworks	Seamus Ross,Perla Innocenti,Jens Ludwig,Wolfgang Pempe,Tom Wilson,Elena Maceviciute	Proceedings of the International Conference on Management of Emergent Digital EcoSystems	Crossref,MEDES,9781605588292	2009-10-27
50|doi_________::ef27675bdf34f0497c8b43e5b4762193	10.1145/984321.984325	A formal model for digital libraries,Streams, structures, spaces, scenarios, societies (5s): A formal model for digital libraries,Streams, structures, spaces, scenarios, societies (5s)	Edward A. Fox,Marcos André Gonçalves,Neill A. Kipp,Layne T. Watson	ACM Transactions on Information Systems	Crossref	2004-04-01
50|doi_________::1058858ce8669eb3a71f234f53e547ae	10.1007/3-540-45486-1_4	Using Noun Phrase Heads to Extract Document Keyphrases,Using Noun Phrase Heads to Extract Document Keyphrases	Nadia Cornacchia,Ken Barker	\N	Crossref,Advances in Artificial Intelligence ISBN: 9783540675570,Canadian Conference on AI	2000-01-01
50|doi_dedup___::941c1cb639e7d0028d73ee4764afb12c	10.1145/1873951.1874216,11380/645050	Surfing on artistic documents with visually assisted tagging,Surfing on artistic documents with visually assisted tagging	Daniele Borghesani,Costantino Grana,Rita Cucchiara	Proceedings of the 18th ACM international conference on Multimedia	Crossref,ACM Multimedia	2010-10-25
50|doi_________::f5206f96fc148bfc02b0969da9a84afd	10.1007/978-3-642-24577-0_1	Evolving the web into a global data space,Evolving the Web into a Global Data Space	Christian Bizer	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783642245763,BNCOD	2011-01-01
50|doi_dedup___::4f208c8ca23d335487775a3e5508d20c	10.1016/j.websem.2008.05.001	OWL 2: The next step for OWL,OWL 2: The next step for OWL	Ulrike Sattler,Boris Motik,Bernardo Cuenca Grau,Bijan Parsia,Ian Horrocks,Peter F. Patel-Schneider	Journal of Web Semantics	Crossref	2008-11-01
50|doi_________::433d91da7658593f3eb862917f994575	10.1177/1461444810385389	Connection Strategies: Social Capital Implications of Facebook-enabled Communication Practices,Connection strategies: Social capital implications of Facebook-enabled communication practices	Nicole B. Ellison,Charles Steinfield,Cliff Lampe	New Media &amp; Society	Crossref	2011-01-27
50|doi_________::e9249745daf46b23c18a4c6bf0d8dc33	10.1006/jvlc.1995.1010	Layout Adjustment and the Mental Map,Layout Adjustment and the Mental Map	Kazuo Misue,Wei Lai,Kozo Sugiyama,Peter Eades	Journal of Visual Languages &amp; Computing	Crossref	1995-06-01
50|doi_dedup___::f65225c21612f356da2b9353ba02b2f8	10.1145/3041021.3051155	A Novel Paradigm to Combine the Strengths of Opportunistic and Participatory Crowdsensing,Hybrid Crowdsensing: A Novel Paradigm to Combine the Strengths of Opportunistic and Participatory Crowdsensing,Hybrid Crowdsensing	Mariantonietta Noemi La Polla,Stefano Cresci,Salvatore Bellomo,Marco Avvenuti,Maurizio Tesconi	Proceedings of the 26th International Conference on World Wide Web Companion  - WWW '17 Companion	Crossref,WWW (Companion Volume),International World Wide Web Conference Committee (IW3C2), pp. 1413–1421, Perth, Australia, 03-07/04/2017,info:cnr-pdr/source/autori:M. Avvenuti (2); S. Bellomo (1); S. Cresci (1); M. N. La Polla (1), M. Tesconi (1)/congresso_nome:International World Wide Web Conference Committee (IW3C2)/congresso_luogo:Perth, Australia/congresso_data:03-07%2F04%2F2017/anno:2017/pagina_da:1413/pagina_a:1421/intervallo_pagine:1413–1421	2017-01-01
50|doi_dedup___::53554f4198d5041856e429fd0a6161f7	10.1045/may2008-lavoie	Highlights from the Revision of the PREMIS Data Dictionary for Preservation Metadata,PREMIS With a Fresh Coat of Paint: Highlights from the Revision of the PREMIS Data Dictionary for Preservation Metadata,PREMIS With a Fresh Coat of Paint	Brian F. Lavoie	D-Lib Magazine	Crossref	2008-05-01
50|doi_________::55b48687bff2c4300c97f58b758e2466	10.1145/2431211.2431222	A Survey,Offline arabic handwritten text recognition: A Survey,Offline arabic handwritten text recognition	Mohammad Tanvir Parvez,Sabri A. Mahmoud	ACM Computing Surveys	Crossref	2013-02-01
50|doi_________::8dd58e49fcdbc12b036d3b9de5f29f22	10.1007/s00799-007-0031-8	eScience and the humanities,eScience and the humanities	Alison Babeu,Gregory Crane,David Bamman	International Journal on Digital Libraries	Crossref	2007-09-20
50|doi_________::4fb40df3ca504e5a2e4a02c8e0f878ad	10.1007/b100557	6th International Workshop, DAS 2004, Florence, Italy, September 8 - 10, 2004. Proceedings,Document Analysis Systems VI,Document Analysis Systems VI	Simone Marinai,Andreas Dengel	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783540230601,Document Analysis Systems VI	2004-01-01
50|doi_________::e2a2ddd818b5a6e955c27920d72878da	10.1145/365628.365657	Contextual correlates of synonymy,Contextual correlates of synonymy	Herbert Rubenstein,John B. Goodenough	Communications of the ACM	Crossref	1965-10-01
50|doi_________::0aa26077464be365ef38adcc805a5635	10.1145/1378889.1379001	cultural, artistic and scientific knowledge for preservation, access and retrieval,Caspar: cultural, artistic and scientific knowledge for preservation, access and retrieval,Caspar	David Lamb,Daniel Lucchesi	Proceedings of the 8th ACM/IEEE-CS joint conference on Digital libraries	Crossref,JCDL	2008-06-16
50|doi_________::8859def9bd9574ecde045195cddae060	10.1145/2063576.2063726	a graph-based hashtag sentiment classification approach,Topic sentiment analysis in twitter: a graph-based hashtag sentiment classification approach,Topic sentiment analysis in twitter	Xiaolong Wang,Ming Zhou,Furu Wei,Ming Zhang,Xiaohua Liu	Proceedings of the 20th ACM international conference on Information and knowledge management	Crossref,CIKM	2011-10-24
50|doi_________::c3e26748b02986023f54853811d50476	10.1145/2661829.2661912	Supporting Complex Search Tasks,Supporting Complex Search Tasks	Ahmed Hassan Awadallah,Susan T. Dumais,Ryen W. White,Yi-Min Wang,Patrick Pantel	Proceedings of the 23rd ACM International Conference on Conference on Information and Knowledge Management	Crossref,CIKM	2014-11-03
50|doi_________::ae7e4172558e0f49d90d7fa9c6a68f94	10.1300/j104v38n03_04	Authority Control: State of the Art and New Perspectives,Authority Control: State of the Art and New Perspectives	Barbara B. Tillett	Cataloging &amp; Classification Quarterly	Crossref	2004-10-25
50|doi_________::d612804deab403d407d491e581f7d1f9	10.1145/1753326.1753613	Social network activity and social well-being,Social network activity and social well-being	Thomas M. Lento,Moira Burke,Cameron Marlow	Proceedings of the SIGCHI Conference on Human Factors in Computing Systems	Crossref,CHI	2010-04-10
50|doi_dedup___::1142e221ed807acc74bba8dc4bdc35dc	10.1504/ijmso.2017.10008654,10.1504/ijmso.2017.087692	A conceptualisation of narratives and its expression in the CRM,A conceptualisation of narratives and its expression in the CRM	Daniele Metilli,Valentina Bartalesi,Carlo Meghini	International Journal of Metadata, Semantics and Ontologies	Crossref,International journal of metadata, semantics and ontologies (Online) 12 (2017): 35–46. doi:10.1504/IJMSO.2017.087692,info:cnr-pdr/source/autori:Bartalesi Lenzi V., Meghini C, Metilli D./titolo:A conceptualisation of narratives and its expression in the CRM/doi:10.1504%2FIJMSO.2017.087692/rivista:International journal of metadata, semantics and ontologies (Online)/anno:2017/pagina_da:35/pagina_a:46/intervallo_pagine:35–46/volume:12	2017-01-01
50|doi_dedup___::dae69e646d4cd5355e76cb3edc8b8ab0	10.1017/s1351324909990167	Wisdom of crowds versus wisdom of linguists – measuring the semantic relatedness of words,Wisdom of crowds versus wisdom of linguists – measuring the semantic relatedness of words	Torsten Zesch,Iryna Gurevych	Natural Language Engineering	Crossref	2009-09-09
50|doi_________::d56a63f0ad2527fa8abbdc2c7f6c9cd7	10.1001/jama.281.6.552	Health Literacy: Report of the Council on Scientific Affairs	null Ad Hoc Committee on Health Literacy for the Council on Scientific Affairs, American Medical Association	JAMA: The Journal of the American Medical Association	Crossref	1999-02-10
50|doi_dedup___::929ee58d5f923f67da8fce0a14b90554	10.1186/2041-1480-4-s1-s5,23734622,PMC3804025	Biotea: RDFizing PubMed Central in support for the paper as an interface to the Web of Data,Biotea: RDFizing PubMed Central in support for the paper as an interface to the Web of Data	Alexander Garcia,C McLaughlin,L Jael Garcia Castro	Journal of Biomedical Semantics	Crossref	2013-01-01
50|doi_dedup___::daede2c5743963de291eb7aaaa5b25dc	10.1007/11829263_14,11590/169721,11590/163648,11590/155312	Intelligent search on the internet,Intelligent Search on the Internet	Claudio Biancalana,Fabio Gasparetti,Alessandro Micarelli	\N	Crossref,Reasoning, Action and Interaction in AI Theories and Systems ISBN: 9783540379010,Reasoning, Action and Interaction in AI Theories and Systems	2006-01-01
50|doi_dedup___::23f7422bb1d6188737f0bad054e45397	10.1007/978-1-84882-935-0,10.1007/978-3-030-34372-9	Algorithms and Applications,Computer Vision	Richard Szeliski	\N	Crossref,Texts in Computer Science ISBN: 9781848829343,Texts in Computer Science ISBN: 9783030343712	2011-01-01
50|doi_dedup___::faec1bd9b4ec8baee53fc2cc6c8bf1d0	10.1045/october2001-witten	Open-Source Digital Library Software,Greenstone: Open-source digital library software,Greenstone	Stefan J. Boddie,David Bainbridge,Ian H. Witten	D-Lib Magazine	Crossref	2001-10-01
50|doi_________::09b9b88a0e8512d7f1d0f814c85e6fae	10.1145/1007568.1007581	flexible structure and full-text querying for XML,FleXPath: flexible structure and full-text querying for XML,FleXPath	Laks V. S. Lakshmanan,Shashank Pandit,Sihem Amer-Yahia	Proceedings of the 2004 ACM SIGMOD international conference on Management of data	Crossref,SIGMOD Conference	2004-06-13
